,iquitos_persiann, 3.875S, 73.375W, precipitation_amount
1101,1986,1,5,3.34
1102,1986,1,6,21.35
1103,1986,1,7,14.79
1104,1986,1,8,0.71
1105,1986,1,9,9.8
1106,1986,1,10,1.57
1107,1986,1,11,16.52
1108,1986,1,12,0
1109,1986,1,13,1.55
1110,1986,1,14,0.79
1111,1986,1,15,0.46
1112,1986,1,16,11.24
1113,1986,1,17,0
1114,1986,1,18,0
1115,1986,1,19,0
1116,1986,1,20,9.72
1117,1986,1,21,1.22
1118,1986,1,22,10.95
1119,1986,1,23,2.01
1120,1986,1,24,15.43
1121,1986,1,25,23.32
1122,1986,1,26,2.36
1123,1986,1,27,6.37
1124,1986,1,28,6.58
1125,1986,1,29,14.62
1126,1986,1,30,0.32
1127,1986,1,31,0
1128,1986,2,1,0
1129,1986,2,2,2.96
1130,1986,2,3,3.15
1131,1986,2,4,0
1132,1986,2,5,13.74
1133,1986,2,6,1.87
1134,1986,2,7,0
1135,1986,2,8,13.98
1136,1986,2,9,14.1
1137,1986,2,10,2.96
1138,1986,2,11,4.44
1139,1986,2,12,4.1
1140,1986,2,13,2.48
1141,1986,2,14,2.78
1142,1986,2,15,0
1143,1986,2,16,-9999
1144,1986,2,17,2.42
1145,1986,2,18,0
1146,1986,2,19,0.93
1147,1986,2,20,3.31
1148,1986,2,21,3.13
1149,1986,2,22,13.38
1150,1986,2,23,4.31
1151,1986,2,24,12.52
1152,1986,2,25,4.68
1153,1986,2,26,0
1154,1986,2,27,0
1155,1986,2,28,13.92
1156,1986,3,1,2.12
1157,1986,3,2,1.71
1158,1986,3,3,8.31
1159,1986,3,4,24.85
1160,1986,3,5,11.69
1161,1986,3,6,1.49
1162,1986,3,7,0.33
1163,1986,3,8,5.92
1164,1986,3,9,15.43
1165,1986,3,10,0
1166,1986,3,11,6.82
1167,1986,3,12,13.87
1168,1986,3,13,37.48
1169,1986,3,14,1.08
1170,1986,3,15,0.78
1171,1986,3,16,1.11
1172,1986,3,17,19.54
1173,1986,3,18,17.82
1174,1986,3,19,50.04
1175,1986,3,20,7.69
1176,1986,3,21,2.14
1177,1986,3,22,0
1178,1986,3,23,5.35
1179,1986,3,24,1
1180,1986,3,25,3.95
1181,1986,3,26,3.32
1182,1986,3,27,0.71
1183,1986,3,28,16.87
1184,1986,3,29,0
1185,1986,3,30,14.69
1186,1986,3,31,4.66
1187,1986,4,1,2.17
1188,1986,4,2,2.24
1189,1986,4,3,15.47
1190,1986,4,4,24.84
1191,1986,4,5,8.75
1192,1986,4,6,0.3
1193,1986,4,7,0
1194,1986,4,8,44.05
1195,1986,4,9,4.56
1196,1986,4,10,0.98
1197,1986,4,11,7.78
1198,1986,4,12,10.69
1199,1986,4,13,6.62
1200,1986,4,14,1.51
1201,1986,4,15,6.77
1202,1986,4,16,14.36
1203,1986,4,17,2.96
1204,1986,4,18,0
1205,1986,4,19,2.72
1206,1986,4,20,8.79
1207,1986,4,21,12.55
1208,1986,4,22,14.12
1209,1986,4,23,11.36
1210,1986,4,24,2.23
1211,1986,4,25,0.27
1212,1986,4,26,0.79
1213,1986,4,27,24.51
1214,1986,4,28,2.92
1215,1986,4,29,1.44
1216,1986,4,30,0
1217,1986,5,1,3.34
1218,1986,5,2,0
1219,1986,5,3,0
1220,1986,5,4,10.46
1221,1986,5,5,10.65
1222,1986,5,6,0.65
1223,1986,5,7,2.82
1224,1986,5,8,34.61
1225,1986,5,9,0
1226,1986,5,10,9.64
1227,1986,5,11,33.73
1228,1986,5,12,13.95
1229,1986,5,13,1.41
1230,1986,5,14,1.63
1231,1986,5,15,11.42
1232,1986,5,16,15.41
1233,1986,5,17,0
1234,1986,5,18,1.87
1235,1986,5,19,13.58
1236,1986,5,20,28.49
1237,1986,5,21,21.37
1238,1986,5,22,15.05
1239,1986,5,23,2.14
1240,1986,5,24,8.05
1241,1986,5,25,4.44
1242,1986,5,26,6.02
1243,1986,5,27,10.87
1244,1986,5,28,5.4
1245,1986,5,29,1.55
1246,1986,5,30,42.73
1247,1986,5,31,25.24
1248,1986,6,1,0
1249,1986,6,2,0
1250,1986,6,3,0
1251,1986,6,4,0
1252,1986,6,5,0
1253,1986,6,6,2.08
1254,1986,6,7,8.56
1255,1986,6,8,15.45
1256,1986,6,9,3.97
1257,1986,6,10,0
1258,1986,6,11,3.94
1259,1986,6,12,52.16
1260,1986,6,13,0
1261,1986,6,14,3.76
1262,1986,6,15,46.15
1263,1986,6,16,2.22
1264,1986,6,17,15.08
1265,1986,6,18,3.44
1266,1986,6,19,0
1267,1986,6,20,0
1268,1986,6,21,1.63
1269,1986,6,22,17.11
1270,1986,6,23,2.86
1271,1986,6,24,1.62
1272,1986,6,25,4.55
1273,1986,6,26,8.78
1274,1986,6,27,0
1275,1986,6,28,0
1276,1986,6,29,0
1277,1986,6,30,0
1278,1986,7,1,6.51
1279,1986,7,2,6.75
1280,1986,7,3,0
1281,1986,7,4,0
1282,1986,7,5,0
1283,1986,7,6,0
1284,1986,7,7,0
1285,1986,7,8,0
1286,1986,7,9,0
1287,1986,7,10,0
1288,1986,7,11,16.86
1289,1986,7,12,0
1290,1986,7,13,0
1291,1986,7,14,0
1292,1986,7,15,19.45
1293,1986,7,16,12.11
1294,1986,7,17,31.02
1295,1986,7,18,4.21
1296,1986,7,19,0
1297,1986,7,20,0
1298,1986,7,21,0
1299,1986,7,22,3.17
1300,1986,7,23,3.9
1301,1986,7,24,0
1302,1986,7,25,0
1303,1986,7,26,0
1304,1986,7,27,0
1305,1986,7,28,17.58
1306,1986,7,29,5.04
1307,1986,7,30,82.06
1308,1986,7,31,15.93
1309,1986,8,1,0
1310,1986,8,2,3.79
1311,1986,8,3,0.81
1312,1986,8,4,3.17
1313,1986,8,5,0.81
1314,1986,8,6,5.32
1315,1986,8,7,7.48
1316,1986,8,8,0.61
1317,1986,8,9,4.89
1318,1986,8,10,0
1319,1986,8,11,0.71
1320,1986,8,12,7.42
1321,1986,8,13,17.65
1322,1986,8,14,2.9
1323,1986,8,15,0
1324,1986,8,16,0
1325,1986,8,17,2.81
1326,1986,8,18,15.84
1327,1986,8,19,2.44
1328,1986,8,20,0
1329,1986,8,21,0
1330,1986,8,22,0
1331,1986,8,23,0.91
1332,1986,8,24,6.94
1333,1986,8,25,4.36
1334,1986,8,26,59.74
1335,1986,8,27,38.71
1336,1986,8,28,0
1337,1986,8,29,3.19
1338,1986,8,30,2.86
1339,1986,8,31,0.83
1340,1986,9,1,2.4
1341,1986,9,2,8.75
1342,1986,9,3,6.26
1343,1986,9,4,1.98
1344,1986,9,5,10.4
1345,1986,9,6,0.9
1346,1986,9,7,0
1347,1986,9,8,0
1348,1986,9,9,4.77
1349,1986,9,10,3.84
1350,1986,9,11,1.19
1351,1986,9,12,8.87
1352,1986,9,13,4.71
1353,1986,9,14,0
1354,1986,9,15,1.19
1355,1986,9,16,2.54
1356,1986,9,17,2.69
1357,1986,9,18,10.6
1358,1986,9,19,13.52
1359,1986,9,20,2.91
1360,1986,9,21,2.63
1361,1986,9,22,6.43
1362,1986,9,23,2.55
1363,1986,9,24,1.5
1364,1986,9,25,5.42
1365,1986,9,26,6.15
1366,1986,9,27,2.49
1367,1986,9,28,33.57
1368,1986,9,29,0
1369,1986,9,30,4.01
1370,1986,10,1,12
1371,1986,10,2,8.67
1372,1986,10,3,33.54
1373,1986,10,4,18.97
1374,1986,10,5,2.68
1375,1986,10,6,23.83
1376,1986,10,7,3.15
1377,1986,10,8,25.74
1378,1986,10,9,12.4
1379,1986,10,10,6.03
1380,1986,10,11,14.44
1381,1986,10,12,14.33
1382,1986,10,13,0
1383,1986,10,14,0
1384,1986,10,15,0.55
1385,1986,10,16,0.69
1386,1986,10,17,1.83
1387,1986,10,18,19.09
1388,1986,10,19,15.65
1389,1986,10,20,1.51
1390,1986,10,21,0
1391,1986,10,22,1.53
1392,1986,10,23,8.24
1393,1986,10,24,16.72
1394,1986,10,25,0.49
1395,1986,10,26,20.09
1396,1986,10,27,11.39
1397,1986,10,28,1.15
1398,1986,10,29,0
1399,1986,10,30,0
1400,1986,10,31,17.09
1401,1986,11,1,31.3
1402,1986,11,2,6.21
1403,1986,11,3,1.36
1404,1986,11,4,22.13
1405,1986,11,5,0.53
1406,1986,11,6,2.58
1407,1986,11,7,18.51
1408,1986,11,8,13.05
1409,1986,11,9,0
1410,1986,11,10,0.4
1411,1986,11,11,15.78
1412,1986,11,12,2.84
1413,1986,11,13,1.53
1414,1986,11,14,0
1415,1986,11,15,0
1416,1986,11,16,6.72
1417,1986,11,17,4.79
1418,1986,11,18,26.36
1419,1986,11,19,17.65
1420,1986,11,20,0
1421,1986,11,21,1.32
1422,1986,11,22,5.69
1423,1986,11,23,27.24
1424,1986,11,24,0.72
1425,1986,11,25,1.95
1426,1986,11,26,12.07
1427,1986,11,27,2.25
1428,1986,11,28,1.69
1429,1986,11,29,1.45
1430,1986,11,30,0
1431,1986,12,1,3.31
1432,1986,12,2,0.67
1433,1986,12,3,25.6
1434,1986,12,4,12.74
1435,1986,12,5,18.87
1436,1986,12,6,8.8
1437,1986,12,7,16.15
1438,1986,12,8,2.49
1439,1986,12,9,37.46
1440,1986,12,10,13.23
1441,1986,12,11,6.45
1442,1986,12,12,10.29
1443,1986,12,13,4.41
1444,1986,12,14,0
1445,1986,12,15,0
1446,1986,12,16,2.51
1447,1986,12,17,5.1
1448,1986,12,18,16.11
1449,1986,12,19,40.81
1450,1986,12,20,30.84
1451,1986,12,21,19.98
1452,1986,12,22,11.61
1453,1986,12,23,18.82
1454,1986,12,24,3.19
1455,1986,12,25,9.32
1456,1986,12,26,0.74
1457,1986,12,27,2.54
1458,1986,12,28,7.26
1459,1986,12,29,0
1460,1986,12,30,0
1461,1986,12,31,5.35
1462,1987,1,1,7.6
1463,1987,1,2,8.54
1464,1987,1,3,6.73
1465,1987,1,4,6.72
1466,1987,1,5,0
1467,1987,1,6,28.91
1468,1987,1,7,59.15
1469,1987,1,8,12.52
1470,1987,1,9,39.95
1471,1987,1,10,2.13
1472,1987,1,11,71.2
1473,1987,1,12,7.53
1474,1987,1,13,3.97
1475,1987,1,14,2.07
1476,1987,1,15,32.12
1477,1987,1,16,36.7
1478,1987,1,17,12.88
1479,1987,1,18,0
1480,1987,1,19,11.39
1481,1987,1,20,2.36
1482,1987,1,21,2.12
1483,1987,1,22,2.12
1484,1987,1,23,2.48
1485,1987,1,24,1.21
1486,1987,1,25,0
1487,1987,1,26,25
1488,1987,1,27,5.25
1489,1987,1,28,13.86
1490,1987,1,29,3.87
1491,1987,1,30,0
1492,1987,1,31,0
1493,1987,2,1,8
1494,1987,2,2,12.86
1495,1987,2,3,17.14
1496,1987,2,4,10.67
1497,1987,2,5,9.47
1498,1987,2,6,0.42
1499,1987,2,7,7.19
1500,1987,2,8,0.37
1501,1987,2,9,16.64
1502,1987,2,10,8.53
1503,1987,2,11,0
1504,1987,2,12,0.42
1505,1987,2,13,11.64
1506,1987,2,14,14.94
1507,1987,2,15,34.46
1508,1987,2,16,5.61
1509,1987,2,17,0
1510,1987,2,18,26.77
1511,1987,2,19,4.29
1512,1987,2,20,17.01
1513,1987,2,21,1.88
1514,1987,2,22,9.81
1515,1987,2,23,10.29
1516,1987,2,24,5.45
1517,1987,2,25,5.64
1518,1987,2,26,6.05
1519,1987,2,27,0.97
1520,1987,2,28,0
1521,1987,3,1,6.34
1522,1987,3,2,1.04
1523,1987,3,3,0.93
1524,1987,3,4,0.84
1525,1987,3,5,23.03
1526,1987,3,6,4.84
1527,1987,3,7,1.15
1528,1987,3,8,2.84
1529,1987,3,9,1.12
1530,1987,3,10,0
1531,1987,3,11,16.78
1532,1987,3,12,7.03
1533,1987,3,13,0
1534,1987,3,14,0
1535,1987,3,15,0
1536,1987,3,16,34.63
1537,1987,3,17,0.25
1538,1987,3,18,5.8
1539,1987,3,19,2.07
1540,1987,3,20,9.14
1541,1987,3,21,9.37
1542,1987,3,22,0.31
1543,1987,3,23,12.41
1544,1987,3,24,6.5
1545,1987,3,25,12.66
1546,1987,3,26,0
1547,1987,3,27,10.27
1548,1987,3,28,2.84
1549,1987,3,29,1.67
1550,1987,3,30,23.47
1551,1987,3,31,4.01
1552,1987,4,1,45.29
1553,1987,4,2,0
1554,1987,4,3,22.38
1555,1987,4,4,9.53
1556,1987,4,5,7.02
1557,1987,4,6,0
1558,1987,4,7,4.21
1559,1987,4,8,17.36
1560,1987,4,9,50.38
1561,1987,4,10,10.63
1562,1987,4,11,0
1563,1987,4,12,0
1564,1987,4,13,0
1565,1987,4,14,2.1
1566,1987,4,15,1.46
1567,1987,4,16,2.99
1568,1987,4,17,0.77
1569,1987,4,18,0.67
1570,1987,4,19,18.19
1571,1987,4,20,11.36
1572,1987,4,21,0
1573,1987,4,22,14.75
1574,1987,4,23,14.35
1575,1987,4,24,0
1576,1987,4,25,4.62
1577,1987,4,26,1.44
1578,1987,4,27,0
1579,1987,4,28,0.78
1580,1987,4,29,25.6
1581,1987,4,30,4.86
1582,1987,5,1,0
1583,1987,5,2,3.64
1584,1987,5,3,1.63
1585,1987,5,4,12.37
1586,1987,5,5,28.35
1587,1987,5,6,16.58
1588,1987,5,7,3.64
1589,1987,5,8,8.98
1590,1987,5,9,2.84
1591,1987,5,10,7.52
1592,1987,5,11,0
1593,1987,5,12,0
1594,1987,5,13,0.85
1595,1987,5,14,1.81
1596,1987,5,15,0
1597,1987,5,16,1.03
1598,1987,5,17,45.95
1599,1987,5,18,0.92
1600,1987,5,19,1.37
1601,1987,5,20,11.55
1602,1987,5,21,0
1603,1987,5,22,0
1604,1987,5,23,2.51
1605,1987,5,24,10.96
1606,1987,5,25,0
1607,1987,5,26,1.08
1608,1987,5,27,0
1609,1987,5,28,0
1610,1987,5,29,0
1611,1987,5,30,0
1612,1987,5,31,4.86
1613,1987,6,1,2.71
1614,1987,6,2,12.55
1615,1987,6,3,0
1616,1987,6,4,0
1617,1987,6,5,0
1618,1987,6,6,0
1619,1987,6,7,0
1620,1987,6,8,48.41
1621,1987,6,9,0
1622,1987,6,10,0
1623,1987,6,11,0
1624,1987,6,12,0
1625,1987,6,13,0
1626,1987,6,14,27.45
1627,1987,6,15,8.26
1628,1987,6,16,43.22
1629,1987,6,17,0
1630,1987,6,18,0
1631,1987,6,19,0
1632,1987,6,20,0
1633,1987,6,21,0
1634,1987,6,22,0
1635,1987,6,23,6.79
1636,1987,6,24,0
1637,1987,6,25,0
1638,1987,6,26,2.7
1639,1987,6,27,0
1640,1987,6,28,0
1641,1987,6,29,0
1642,1987,6,30,0
1643,1987,7,1,0
1644,1987,7,2,10.13
1645,1987,7,3,5
1646,1987,7,4,2.55
1647,1987,7,5,0
1648,1987,7,6,0
1649,1987,7,7,0
1650,1987,7,8,0
1651,1987,7,9,0
1652,1987,7,10,75.66
1653,1987,7,11,33.59
1654,1987,7,12,2.86
1655,1987,7,13,0
1656,1987,7,14,0
1657,1987,7,15,0
1658,1987,7,16,0
1659,1987,7,17,0
1660,1987,7,18,0
1661,1987,7,19,12.4
1662,1987,7,20,16
1663,1987,7,21,5.74
1664,1987,7,22,0
1665,1987,7,23,0
1666,1987,7,24,6.1
1667,1987,7,25,0
1668,1987,7,26,6.17
1669,1987,7,27,0
1670,1987,7,28,2.58
1671,1987,7,29,8.65
1672,1987,7,30,37.44
1673,1987,7,31,-9999
1674,1987,8,1,3.13
1675,1987,8,2,0
1676,1987,8,3,0
1677,1987,8,4,0.68
1678,1987,8,5,0.63
1679,1987,8,6,12.54
1680,1987,8,7,2.73
1681,1987,8,8,1.04
1682,1987,8,9,-9999
1683,1987,8,10,0
1684,1987,8,11,0
1685,1987,8,12,1.06
1686,1987,8,13,0
1687,1987,8,14,0.59
1688,1987,8,15,0.98
1689,1987,8,16,2.27
1690,1987,8,17,0
1691,1987,8,18,32.28
1692,1987,8,19,12.44
1693,1987,8,20,0
1694,1987,8,21,0
1695,1987,8,22,0
1696,1987,8,23,0
1697,1987,8,24,0
1698,1987,8,25,2.3
1699,1987,8,26,1.4
1700,1987,8,27,6.44
1701,1987,8,28,14.37
1702,1987,8,29,0
1703,1987,8,30,20.05
1704,1987,8,31,36.42
1705,1987,9,1,2.74
1706,1987,9,2,0
1707,1987,9,3,0
1708,1987,9,4,15.11
1709,1987,9,5,0
1710,1987,9,6,0.6
1711,1987,9,7,2.7
1712,1987,9,8,0.71
1713,1987,9,9,9.18
1714,1987,9,10,1.73
1715,1987,9,11,0
1716,1987,9,12,4.56
1717,1987,9,13,1.19
1718,1987,9,14,0
1719,1987,9,15,0
1720,1987,9,16,9.67
1721,1987,9,17,12.46
1722,1987,9,18,0.6
1723,1987,9,19,0
1724,1987,9,20,4.6
1725,1987,9,21,20.25
1726,1987,9,22,8.63
1727,1987,9,23,8.13
1728,1987,9,24,5.96
1729,1987,9,25,5.27
1730,1987,9,26,0.65
1731,1987,9,27,3.26
1732,1987,9,28,4.94
1733,1987,9,29,3.52
1734,1987,9,30,2.89
1735,1987,10,1,10.65
1736,1987,10,2,21.25
1737,1987,10,3,27
1738,1987,10,4,0
1739,1987,10,5,0.73
1740,1987,10,6,4.13
1741,1987,10,7,5.25
1742,1987,10,8,7.87
1743,1987,10,9,1.38
1744,1987,10,10,0
1745,1987,10,11,11.11
1746,1987,10,12,1.86
1747,1987,10,13,3.02
1748,1987,10,14,6.87
1749,1987,10,15,12.83
1750,1987,10,16,10.2
1751,1987,10,17,16.43
1752,1987,10,18,23.27
1753,1987,10,19,19.83
1754,1987,10,20,1.7
1755,1987,10,21,5.79
1756,1987,10,22,5.2
1757,1987,10,23,2.53
1758,1987,10,24,1.8
1759,1987,10,25,0
1760,1987,10,26,1.49
1761,1987,10,27,35.81
1762,1987,10,28,6.67
1763,1987,10,29,14.96
1764,1987,10,30,0.4
1765,1987,10,31,0
1766,1987,11,1,1.43
1767,1987,11,2,23.79
1768,1987,11,3,11.56
1769,1987,11,4,0
1770,1987,11,5,5.41
1771,1987,11,6,0
1772,1987,11,7,1.98
1773,1987,11,8,23.47
1774,1987,11,9,7.41
1775,1987,11,10,19.81
1776,1987,11,11,3.63
1777,1987,11,12,5.2
1778,1987,11,13,0.87
1779,1987,11,14,11.41
1780,1987,11,15,11.15
1781,1987,11,16,19.75
1782,1987,11,17,15.19
1783,1987,11,18,3.52
1784,1987,11,19,18.6
1785,1987,11,20,15.2
1786,1987,11,21,1.57
1787,1987,11,22,1.55
1788,1987,11,23,3.06
1789,1987,11,24,13.28
1790,1987,11,25,1.71
1791,1987,11,26,5.1
1792,1987,11,27,16.36
1793,1987,11,28,0
1794,1987,11,29,6.43
1795,1987,11,30,1.12
1796,1987,12,1,15.95
1797,1987,12,2,10.57
1798,1987,12,3,5.31
1799,1987,12,4,7.51
1800,1987,12,5,3.83
1801,1987,12,6,38.5
1802,1987,12,7,14.16
1803,1987,12,8,0
1804,1987,12,9,3.05
1805,1987,12,10,3.31
1806,1987,12,11,18.32
1807,1987,12,12,23
1808,1987,12,13,1.85
1809,1987,12,14,37.25
1810,1987,12,15,5.08
1811,1987,12,16,0.7
1812,1987,12,17,0.97
1813,1987,12,18,7.46
1814,1987,12,19,37.08
1815,1987,12,20,8.95
1816,1987,12,21,5.56
1817,1987,12,22,0.45
1818,1987,12,23,2.04
1819,1987,12,24,1.15
1820,1987,12,25,2.51
1821,1987,12,26,0
1822,1987,12,27,0
1823,1987,12,28,3.19
1824,1987,12,29,5.93
1825,1987,12,30,18.84
1826,1987,12,31,0.47
1827,1988,1,1,2.62
1828,1988,1,2,0.49
1829,1988,1,3,1.86
1830,1988,1,4,0.52
1831,1988,1,5,6.3
1832,1988,1,6,3.49
1833,1988,1,7,6.27
1834,1988,1,8,3.02
1835,1988,1,9,3.13
1836,1988,1,10,11.13
1837,1988,1,11,2.79
1838,1988,1,12,0
1839,1988,1,13,0
1840,1988,1,14,0
1841,1988,1,15,12.87
1842,1988,1,16,5.37
1843,1988,1,17,2.91
1844,1988,1,18,1.03
1845,1988,1,19,5.75
1846,1988,1,20,21.5
1847,1988,1,21,0.87
1848,1988,1,22,0.57
1849,1988,1,23,4.03
1850,1988,1,24,17.21
1851,1988,1,25,9.87
1852,1988,1,26,20.85
1853,1988,1,27,0
1854,1988,1,28,0
1855,1988,1,29,1.53
1856,1988,1,30,21.47
1857,1988,1,31,1.65
1858,1988,2,1,37.44
1859,1988,2,2,3.31
1860,1988,2,3,1.43
1861,1988,2,4,0
1862,1988,2,5,20.69
1863,1988,2,6,35.14
1864,1988,2,7,2.51
1865,1988,2,8,25.64
1866,1988,2,9,3.56
1867,1988,2,10,17.58
1868,1988,2,11,54.22
1869,1988,2,12,8.81
1870,1988,2,13,10.08
1871,1988,2,14,6.63
1872,1988,2,15,12.38
1873,1988,2,16,24.34
1874,1988,2,17,0
1875,1988,2,18,1.04
1876,1988,2,19,0
1877,1988,2,20,22.87
1878,1988,2,21,0
1879,1988,2,22,0
1880,1988,2,23,0
1881,1988,2,24,0
1882,1988,2,25,0
1883,1988,2,26,8.34
1884,1988,2,27,42.28
1885,1988,2,28,0
1886,1988,2,29,-9999
1887,1988,3,1,26.6
1888,1988,3,2,31.19
1889,1988,3,3,14.18
1890,1988,3,4,0.75
1891,1988,3,5,1.9
1892,1988,3,6,0.87
1893,1988,3,7,5.41
1894,1988,3,8,3.17
1895,1988,3,9,0
1896,1988,3,10,0.96
1897,1988,3,11,0
1898,1988,3,12,2.59
1899,1988,3,13,57.22
1900,1988,3,14,26.15
1901,1988,3,15,2.67
1902,1988,3,16,0
1903,1988,3,17,5.77
1904,1988,3,18,0
1905,1988,3,19,2.38
1906,1988,3,20,18.44
1907,1988,3,21,7.26
1908,1988,3,22,0.94
1909,1988,3,23,4.44
1910,1988,3,24,0.73
1911,1988,3,25,0
1912,1988,3,26,0
1913,1988,3,27,0
1914,1988,3,28,0
1915,1988,3,29,0.84
1916,1988,3,30,0
1917,1988,3,31,0
1918,1988,4,1,2.69
1919,1988,4,2,7.65
1920,1988,4,3,6.98
1921,1988,4,4,1.7
1922,1988,4,5,7.15
1923,1988,4,6,2.19
1924,1988,4,7,1.67
1925,1988,4,8,4.26
1926,1988,4,9,12.98
1927,1988,4,10,41.92
1928,1988,4,11,1.82
1929,1988,4,12,1.47
1930,1988,4,13,21.9
1931,1988,4,14,2.62
1932,1988,4,15,2.45
1933,1988,4,16,0
1934,1988,4,17,17.07
1935,1988,4,18,8.13
1936,1988,4,19,0
1937,1988,4,20,40.14
1938,1988,4,21,10.16
1939,1988,4,22,0
1940,1988,4,23,0
1941,1988,4,24,26.67
1942,1988,4,25,7.41
1943,1988,4,26,13.1
1944,1988,4,27,23.15
1945,1988,4,28,3.29
1946,1988,4,29,0
1947,1988,4,30,0
1948,1988,5,1,0
1949,1988,5,2,0
1950,1988,5,3,0
1951,1988,5,4,18.63
1952,1988,5,5,2.96
1953,1988,5,6,1.55
1954,1988,5,7,6.12
1955,1988,5,8,0
1956,1988,5,9,0
1957,1988,5,10,0
1958,1988,5,11,3.02
1959,1988,5,12,39.42
1960,1988,5,13,22.05
1961,1988,5,14,4.62
1962,1988,5,15,0
1963,1988,5,16,3.9
1964,1988,5,17,16.24
1965,1988,5,18,3.84
1966,1988,5,19,38.42
1967,1988,5,20,5.59
1968,1988,5,21,0
1969,1988,5,22,9.06
1970,1988,5,23,0
1971,1988,5,24,4.24
1972,1988,5,25,31.42
1973,1988,5,26,9.42
1974,1988,5,27,27.93
1975,1988,5,28,7.55
1976,1988,5,29,0
1977,1988,5,30,0
1978,1988,5,31,2.55
1979,1988,6,1,73.81
1980,1988,6,2,1.32
1981,1988,6,3,0
1982,1988,6,4,2.32
1983,1988,6,5,0
1984,1988,6,6,0
1985,1988,6,7,0
1986,1988,6,8,0
1987,1988,6,9,1.77
1988,1988,6,10,1.81
1989,1988,6,11,0
1990,1988,6,12,0
1991,1988,6,13,0
1992,1988,6,14,0
1993,1988,6,15,0
1994,1988,6,16,0
1995,1988,6,17,0
1996,1988,6,18,39.54
1997,1988,6,19,6.95
1998,1988,6,20,0
1999,1988,6,21,0
2000,1988,6,22,15.63
2001,1988,6,23,13.45
2002,1988,6,24,0
2003,1988,6,25,0
2004,1988,6,26,3.86
2005,1988,6,27,0
2006,1988,6,28,7.27
2007,1988,6,29,53.4
2008,1988,6,30,5.02
2009,1988,7,1,0
2010,1988,7,2,0
2011,1988,7,3,10.65
2012,1988,7,4,0
2013,1988,7,5,0
2014,1988,7,6,2.92
2015,1988,7,7,0
2016,1988,7,8,55.25
2017,1988,7,9,0
2018,1988,7,10,0
2019,1988,7,11,0
2020,1988,7,12,0
2021,1988,7,13,0
2022,1988,7,14,0
2023,1988,7,15,0
2024,1988,7,16,0
2025,1988,7,17,0
2026,1988,7,18,0
2027,1988,7,19,0
2028,1988,7,20,0
2029,1988,7,21,0
2030,1988,7,22,0
2031,1988,7,23,14.71
2032,1988,7,24,0
2033,1988,7,25,0
2034,1988,7,26,0
2035,1988,7,27,0
2036,1988,7,28,0
2037,1988,7,29,0
2038,1988,7,30,1.47
2039,1988,7,31,12.39
2040,1988,8,1,1.12
2041,1988,8,2,1.5
2042,1988,8,3,13.56
2043,1988,8,4,0
2044,1988,8,5,0
2045,1988,8,6,1.81
2046,1988,8,7,0
2047,1988,8,8,0
2048,1988,8,9,2.94
2049,1988,8,10,7.81
2050,1988,8,11,1.61
2051,1988,8,12,2.4
2052,1988,8,13,1.24
2053,1988,8,14,16.42
2054,1988,8,15,4.84
2055,1988,8,16,6.82
2056,1988,8,17,9.63
2057,1988,8,18,7.6
2058,1988,8,19,29.45
2059,1988,8,20,1.8
2060,1988,8,21,9.31
2061,1988,8,22,0
2062,1988,8,23,0
2063,1988,8,24,0
2064,1988,8,25,0.49
2065,1988,8,26,4.77
2066,1988,8,27,2.81
2067,1988,8,28,7.94
2068,1988,8,29,5.75
2069,1988,8,30,14.36
2070,1988,8,31,0
2071,1988,9,1,0
2072,1988,9,2,18.85
2073,1988,9,3,0.6
2074,1988,9,4,0.47
2075,1988,9,5,0.64
2076,1988,9,6,0
2077,1988,9,7,25.04
2078,1988,9,8,8.12
2079,1988,9,9,6.47
2080,1988,9,10,19.91
2081,1988,9,11,12.24
2082,1988,9,12,1.76
2083,1988,9,13,0
2084,1988,9,14,11.57
2085,1988,9,15,30.91
2086,1988,9,16,16.64
2087,1988,9,17,2.27
2088,1988,9,18,0
2089,1988,9,19,2.17
2090,1988,9,20,0
2091,1988,9,21,1.1
2092,1988,9,22,0
2093,1988,9,23,0.54
2094,1988,9,24,3.05
2095,1988,9,25,33.74
2096,1988,9,26,2.1
2097,1988,9,27,0
2098,1988,9,28,6.56
2099,1988,9,29,1.14
2100,1988,9,30,12.11
2101,1988,10,1,0.34
2102,1988,10,2,23.07
2103,1988,10,3,8.3
2104,1988,10,4,0
2105,1988,10,5,0.45
2106,1988,10,6,5.48
2107,1988,10,7,1.54
2108,1988,10,8,0.62
2109,1988,10,9,6.79
2110,1988,10,10,0
2111,1988,10,11,1.91
2112,1988,10,12,1.69
2113,1988,10,13,6.43
2114,1988,10,14,25.6
2115,1988,10,15,-9999
2116,1988,10,16,-9999
2117,1988,10,17,30.34
2118,1988,10,18,9.69
2119,1988,10,19,0
2120,1988,10,20,2.3
2121,1988,10,21,21.15
2122,1988,10,22,8.52
2123,1988,10,23,1.31
2124,1988,10,24,0
2125,1988,10,25,-9999
2126,1988,10,26,3.7
2127,1988,10,27,7.2
2128,1988,10,28,35.24
2129,1988,10,29,0.86
2130,1988,10,30,0.85
2131,1988,10,31,2.56
2132,1988,11,1,20.66
2133,1988,11,2,59.77
2134,1988,11,3,0.37
2135,1988,11,4,1.61
2136,1988,11,5,0
2137,1988,11,6,1.7
2138,1988,11,7,0.89
2139,1988,11,8,32.29
