,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
94,43,1992-02-19,1,0,0,1,31,0,33,1992,2,19,28.3,23.3,25.8,5.0,0.0,-9999,1992,2,19,297.74,292.6,72.95,14.02,296.6,299.2,1.6,2.599999999999966,297.9,8,8.0, 1.946143e-01, NaN, 2.030571e-01, 1.844667e-01
95,44,1992-02-26,3,2,0,1,32,0,38,1992,2,26,28.9,22.8,25.8,6.1,0.8,-9999,1992,2,26,297.83,294.03,79.38,15.34,297.3,298.9,1.2,1.599999999999966,298.1,9,9.0, 1.652429e-01, 1.070500e-01, 1.630571e-01, 8.150000e-02
96,45,1992-03-04,5,1,0,1,52,0,59,1992,3,4,28.9,22.2,25.5,6.7,1.8,0,1992,3,4,296.85,293.71,82.58,15.09,296.1,297.5,5.8,1.3999999999999773,296.8,10,10.0, 1.910857e-01, NaN, 1.928571e-01, 1.821800e-01
97,46,1992-03-11,3,1,0,3,33,0,40,1992,3,11,30.0,22.2,26.1,7.8,0.0,0,1992,3,11,297.95,293.8,77.78,15.2,296.8,299.6,0.1,2.8000000000000114,298.20000000000005,11,11.0, 1.280000e-01, 8.685000e-02, 1.551000e-01, 9.015000e-02
98,47,1992-03-18,1,0,0,0,36,0,37,1992,3,18,27.2,24.4,25.8,2.8,0.0,0,1992,3,18,296.77,293.3,81.03,14.68,296,297.7,2.3,1.6999999999999886,296.85,12,12.0, 1.417714e-01, 5.305000e-02, 1.345143e-01, 8.405000e-02
99,48,1992-03-25,2,0,0,1,26,0,29,1992,3,25,29.4,21.7,25.5,7.7,0.0,28.41,1992,3,25,298.13,293.58,75.95,15,296.6,300,0.2,3.3999999999999773,298.3,13,13.0, 1.348429e-01, NaN, 1.068000e-01, NaN
100,49,1992-04-01,2,0,0,0,28,0,30,1992,4,1,29.4,22.2,25.8,7.2,0.0,0,1992,4,1,298.06,293.2,74.7,14.67,296,300.3,2.2,4.300000000000011,298.15,14,14.0, 1.930667e-01, 9.995000e-02, 1.769000e-01, 7.765000e-02
101,50,1992-04-08,1,2,0,0,27,0,30,1992,4,8,29.4,23.3,26.3,6.1,0.3,0,1992,4,8,297.7,295.05,85.62,16.45,296.6,300.4,9,3.7999999999999545,298.5,15,15.0, 1.224714e-01, 1.039000e-01, 1.243857e-01, 1.315000e-01
102,51,1992-04-15,1,0,0,0,27,0,28,1992,4,15,31.7,22.8,27.2,8.9,0.0,0,1992,4,15,297.93,293.72,77.5,15.14,296.9,299.9,0.5,3,298.4,16,16.0, 1.590286e-01, 7.515000e-02, 1.729857e-01, 9.743333e-02
103,52,1992-04-22,2,0,0,0,21,0,23,1992,4,22,29.4,23.9,26.6,5.5,0.8,0,1992,4,22,297.6,292.73,74.58,14.23,295.6,300.3,0.5,4.699999999999989,297.95000000000005,17,17.0, 1.514143e-01, 9.220000e-02, 1.548286e-01, 1.137000e-01
104,1,1992-04-29,0,0,0,1,23,0,24,1992,4,29,32.8,23.9,28.3,8.9,22.6,0,1992,4,29,299.77,295.6,78.12,17.07,297.6,301.8,1.7,4.199999999999989,299.70000000000005,18,18.0, 7.031429e-02, 1.250000e-02, 8.944286e-02, 6.350000e-02
105,2,1992-05-06,2,2,0,0,25,0,29,1992,5,6,31.1,25.6,28.4,5.5,2.0,2.94,1992,5,6,298.01,295.85,87.72,17.25,297.2,299.3,15.4,2.1000000000000227,298.25,19,19.0, 1.823286e-01, 1.087500e-01, 2.073571e-01, 2.169000e-01
106,3,1992-05-13,3,1,0,0,22,0,26,1992,5,13,30.6,23.9,27.2,6.7,0.0,0,1992,5,13,298.57,295.5,83.12,16.93,297.1,300.5,3,3.3999999999999773,298.8,20,20.0, 1.420667e-01, 1.018750e-01, 1.259000e-01, -8.800000e-03
107,4,1992-05-20,1,0,0,1,21,0,23,1992,5,20,30.6,24.4,27.5,6.2,0.0,3.22,1992,5,20,298.79,296.25,85.97,17.73,297.8,299.8,3.2,2,298.8,21,21.0, 6.238333e-02, 1.024000e-01, 5.740000e-02, 6.860000e-02
108,5,1992-05-27,4,0,0,0,16,0,20,1992,5,27,29.4,23.3,26.3,6.1,0.5,6.97,1992,5,27,299.17,296.67,86.38,18.16,297.9,300.9,1.4,3,299.4,22,22.0, 2.191571e-01, 1.215000e-01, 2.130143e-01, NaN
109,6,1992-06-03,0,0,0,0,19,0,19,1992,6,3,32.8,25.0,28.9,7.8,3.6,15.66,1992,6,3,299.05,296.3,84.77,17.71,298.1,299.9,3.6,1.7999999999999545,299,23,23.0, 1.100857e-01, 1.216500e-01, 1.022286e-01, 1.399500e-01
110,7,1992-06-10,1,0,0,0,19,0,20,1992,6,10,29.4,25.0,27.2,4.4,15.5,17.54,1992,6,10,298.17,296.05,88.18,17.48,297,299,10.8,2,298,24,24.0, 1.023714e-01, 8.395000e-02, 1.117714e-01, 8.560000e-02
111,8,1992-06-17,3,0,0,2,21,0,26,1992,6,17,31.7,24.4,28.0,7.3,0.0,7.72,1992,6,17,299.37,296.7,85.23,18.13,298.6,299.9,6.3,1.2999999999999545,299.25,25,25.0, 1.811571e-01, 1.044500e-01, 1.920857e-01, 1.531500e-01
112,9,1992-06-24,0,0,0,2,27,0,29,1992,6,24,32.2,26.1,29.2,6.1,0.3,0,1992,6,24,300.03,296.45,80.75,17.85,299.4,301.4,1,2,300.4,26,26.0, 1.393800e-01, 1.302000e-01, 1.147500e-01, 1.302000e-01
113,10,1992-07-01,2,0,0,1,28,0,31,1992,7,1,31.7,25.6,28.7,6.1,0.0,0,1992,7,1,300.44,296.08,77.15,17.4,299.2,302.1,0,2.900000000000034,300.65,27,27.0, 1.693286e-01, 1.194000e-01, 1.684714e-01, 1.439000e-01
114,11,1992-07-08,0,0,0,0,28,0,28,1992,7,8,30.0,23.9,27.0,6.1,13.7,28.24,1992,7,8,299.55,296.12,81.38,17.45,298.5,300.2,14.1,1.6999999999999886,299.35,28,28.0, 1.468571e-01, NaN, 1.530714e-01, 1.920000e-01
115,12,1992-07-15,0,0,0,0,26,0,26,1992,7,15,31.1,23.9,27.5,7.2,10.4,0,1992,7,15,299.52,295.38,77.93,16.71,298.5,300.8,9.81,2.3000000000000114,299.65,29,29.0, 1.421400e-01, 1.120000e-01, 1.825333e-01, 1.255000e-01
116,13,1992-07-22,3,1,0,1,27,0,32,1992,7,22,30.6,22.8,26.7,7.8,12.2,3.73,1992,7,22,298.79,295.72,83.3,17.07,297.7,299.8,11.1,2.1000000000000227,298.75,30,30.0, 1.371286e-01, -1.396000e-01, 1.288714e-01, 5.918000e-02
117,14,1992-07-29,2,3,0,3,25,2,35,1992,7,29,31.7,25.6,28.7,6.1,4.6,10.4,1992,7,29,299.72,296.98,84.98,18.41,298.7,301.1,4.5,2.400000000000034,299.9,31,31.0, 1.337714e-01, 5.390000e-02, 1.499143e-01, 1.261333e-01
118,15,1992-08-05,4,2,0,1,22,4,33,1992,8,5,31.7,22.8,27.2,8.9,27.9,23.22,1992,8,5,298.3,296.38,89.18,17.8,297.8,299,29.4,1.1999999999999886,298.4,32,32.0, 1.500429e-01, 1.526750e-01, 1.450571e-01, 1.732750e-01
119,16,1992-08-12,2,0,0,1,21,6,30,1992,8,12,32.2,25.0,28.6,7.2,3.3,2.27,1992,8,12,300.11,295.73,77.05,17.07,298.7,301.9,2.3,3.1999999999999886,300.29999999999995,33,33.0, 2.150571e-01, 1.639500e-01, 2.192714e-01, 1.266500e-01
120,17,1992-08-19,9,4,0,2,24,13,52,1992,8,19,31.7,23.9,27.8,7.8,0.0,0,1992,8,19,300.15,295.65,76.3,16.99,299.1,301.5,3.5,2.3999999999999773,300.3,34,34.0, 1.855857e-01, 1.146000e-01, 1.925714e-01, 1.368000e-01
121,18,1992-08-26,7,5,0,0,34,13,59,1992,8,26,31.7,25.0,28.4,6.7,0.0,25.2,1992,8,26,300.48,296.38,78.4,17.77,299.3,302,4.86,2.6999999999999886,300.65,35,35.0, 1.799429e-01, 8.750000e-02, 2.217571e-01, 8.170000e-02
122,19,1992-09-02,11,2,0,1,33,20,67,1992,9,2,32.2,25.0,28.6,7.2,0.3,1.36,1992,9,2,299.96,296.02,79.1,17.44,299,300.9,9.9,1.8999999999999773,299.95,36,36.0, 1.240143e-01, NaN, 1.256571e-01, 2.175000e-01
123,20,1992-09-09,8,2,0,4,37,14,65,1992,9,9,32.8,23.9,28.3,8.9,0.0,13,1992,9,9,299.4,296.25,82.88,17.68,298.4,300.5,4.5,2.1000000000000227,299.45,37,37.0, 2.357429e-01, 1.239750e-01, 2.148286e-01, 1.768000e-01
124,21,1992-09-16,4,1,0,1,45,23,74,1992,9,16,31.1,23.3,27.2,7.8,16.3,26.08,1992,9,16,299.26,296.62,85.72,18.13,298.4,300.3,14.4,1.900000000000034,299.35,38,38.0, 1.775714e-01, 5.190000e-02, 1.588143e-01, 7.226667e-02
125,22,1992-09-23,6,4,0,0,40,20,70,1992,9,23,30.6,23.9,27.2,6.7,15.5,2.58,1992,9,23,298.54,295.75,84.65,17.22,297.6,299.6,11,2,298.6,39,39.0, 1.984000e-01, 1.435000e-01, 2.122714e-01, 1.435000e-01
126,23,1992-09-30,9,4,0,1,29,18,61,1992,9,30,31.7,25.0,28.4,6.7,0.0,4.95,1992,9,30,299.65,296.88,84.82,18.39,298.8,300.6,10.8,1.8000000000000114,299.70000000000005,40,40.0, 1.581333e-01, 1.972000e-01, 9.435000e-02, 1.271500e-01
127,24,1992-10-07,4,2,0,1,31,15,53,1992,10,7,31.7,25.0,28.4,6.7,0.5,4.88,1992,10,7,300.1,295.55,76.53,16.97,298.1,302.3,0.1,4.199999999999989,300.20000000000005,41,41.0, 1.771857e-01, 1.372250e-01, 1.911000e-01, 1.074500e-01
128,25,1992-10-14,2,1,0,0,44,29,76,1992,10,14,32.8,25.6,29.2,7.2,0.0,3.11,1992,10,14,300.27,295.38,74.78,16.76,298.9,301.6,0.6,2.7000000000000455,300.25,42,42.0, 1.945857e-01, 3.371000e-01, 1.832286e-01, 1.979000e-01
129,26,1992-10-21,0,1,0,0,27,33,61,1992,10,21,32.2,25.0,28.6,7.2,0.0,0,1992,10,21,300.22,295.03,73.38,16.39,299.1,301.6,0.4,2.5,300.35,43,43.0, 1.042167e-01, -1.560000e-02, 1.129833e-01, 3.120000e-02
130,27,1992-10-28,3,0,0,1,31,22,57,1992,10,28,33.3,24.4,28.8,8.9,0.0,0,1992,10,28,300.32,295.65,75.7,17.06,299,301.5,1.4,2.5,300.25,44,44.0, 1.156000e-01, 1.242000e-01, 1.124286e-01, 1.254000e-01
131,28,1992-11-04,7,2,0,0,22,13,44,1992,11,4,30.6,23.9,27.2,6.7,95.0,40.06,1992,11,4,298.18,295.73,86.4,17.13,297.4,299.3,14.1,1.900000000000034,298.35,45,45.0, 2.244429e-01, 8.660000e-02, 2.498571e-01, 1.209667e-01
132,29,1992-11-11,0,1,0,1,19,13,34,1992,11,11,31.1,22.2,26.7,8.9,0.0,2.36,1992,11,11,299,293.38,71.28,14.83,297.7,300.6,0.1,2.900000000000034,299.15,46,46.0, 8.945000e-02, 1.180000e-01, 6.680000e-02, 1.422000e-01
133,30,1992-11-18,0,1,0,0,23,23,47,1992,11,18,30.0,23.9,27.0,6.1,16.0,6.07,1992,11,18,298.56,296.49,88.32,17.99,297.9,299.3,14.3,1.400000000000034,298.6,47,47.0, 1.343714e-01, 7.640000e-02, 6.401429e-02, 5.613333e-02
134,31,1992-11-25,0,0,0,0,35,25,60,1992,11,25,30.0,23.3,26.6,6.7,3.0,0,1992,11,25,298.4,293.99,76.47,15.37,298,299.2,3.4,1.1999999999999886,298.6,48,48.0, 1.617143e-01, 9.710000e-02, 1.198286e-01, 1.026333e-01
135,32,1992-12-02,0,0,0,1,35,24,60,1992,12,2,31.1,23.9,27.5,7.2,0.0,0,1992,12,2,298.85,295.01,79.47,16.37,297.8,300.5,4.03,2.6999999999999886,299.15,49,49.0, 1.750667e-01, 1.083000e-01, 1.527500e-01, 7.412500e-02
136,33,1992-12-09,1,0,0,0,28,24,53,1992,12,9,30.0,21.7,25.9,8.3,0.0,0,1992,12,9,298.45,293.73,75.27,15.13,297.4,299.9,0.02,2.5,298.65,50,50.0, 1.981571e-01, 5.470000e-02, 2.159667e-01, 1.099000e-01
137,34,1992-12-16,0,1,0,1,22,12,36,1992,12,16,28.9,21.7,25.3,7.2,0.3,0,1992,12,16,297.13,291.67,71.77,13.35,296.3,298.1,0.5,1.8000000000000114,297.20000000000005,51,51.0, 1.923429e-01, NaN, 1.941286e-01, 6.642500e-02
138,35,1992-12-23,1,1,0,0,23,6,31,1992,12,23,29.4,22.8,26.1,6.6,0.5,0,1992,12,23,297.85,293.68,77.68,15.04,296.9,299.4,3.4,2.5,298.15,52,52.0, 8.690000e-02, -1.008000e-02, 7.331250e-02, 6.821667e-02
139,36,1993-01-01,3,0,0,0,23,4,30,1993,1,1,30.0,23.9,27.0,6.1,0.0,0,1993,1,1,297.61,294.33,82.03,15.68,296.9,299.1,4.3,2.2000000000000455,298,53,,,,,
140,37,1993-01-08,0,0,0,1,26,5,32,1993,1,8,28.3,20.6,24.5,7.7,1.3,0,1993,1,8,297.52,292.32,72.75,13.81,296.7,298.2,0.7,1.5,297.45,1,1.0, 7.865714e-02, 2.835000e-02, 4.645714e-02, 4.366667e-02
141,38,1993-01-15,0,1,0,0,27,0,28,1993,1,15,27.2,20.0,23.6,7.2,0.3,0,1993,1,15,297.41,291.96,71.6,13.51,296.5,298.3,1,1.8000000000000114,297.4,2,2.0, 1.318857e-01, 3.006667e-02, 1.092000e-01, 3.785000e-02
142,39,1993-01-22,0,2,0,0,28,3,33,1993,1,22,26.1,21.7,23.9,4.4,8.9,0,1993,1,22,296.18,293.52,85.05,14.91,295.5,297,12.6,1.5,296.25,3,3.0, 2.260571e-01, NaN, 2.200286e-01, 1.134500e-01
143,40,1993-01-29,4,3,0,0,24,2,33,1993,1,29,30.6,23.9,27.2,6.7,9.1,46.3,1993,1,29,297.76,295.63,87.97,17,296.4,298.2,17.5,1.8000000000000114,297.29999999999995,4,4.0, 1.303667e-01, 6.613333e-02, 1.473833e-01, 5.705000e-02
144,41,1993-02-05,2,0,0,0,33,0,35,1993,2,5,28.3,22.2,25.2,6.1,0.0,0,1993,2,5,295.9,290.79,72.93,12.56,295.2,297.1,0,1.900000000000034,296.15,5,5.0, 9.238571e-02, 4.742500e-02, 9.468571e-02, 2.253333e-02
145,42,1993-02-12,0,0,0,1,21,0,22,1993,2,12,30.0,22.8,26.4,7.2,2.8,0,1993,2,12,297.38,293.4,78.4,14.79,296.4,298.5,4.4,2.1000000000000227,297.45,6,6.0, 2.020857e-01, 2.738000e-01, 2.047857e-01, 5.580000e-02
146,43,1993-02-19,1,0,0,0,12,0,13,1993,2,19,32.2,21.1,26.7,11.1,0.0,0,1993,2,19,297.33,292.42,74.28,13.93,295,300.1,0.5,5.100000000000023,297.55,7,7.0, 2.375143e-01, 1.108667e-01, 2.274143e-01, 1.733750e-01
147,44,1993-02-26,2,0,0,0,11,0,13,1993,2,26,28.9,22.8,25.8,6.1,2.0,-9999,1993,2,26,297.06,290.98,68.7,12.72,296.2,298.5,0,2.3000000000000114,297.35,8,8.0, 2.699286e-01, NaN, 2.615857e-01, 1.339000e-01
148,45,1993-03-05,0,1,0,0,20,0,21,1993,3,5,28.9,20.0,24.5,8.9,0.0,-9999,1993,3,5,296.71,291.23,71.5,12.92,295.8,298.3,1.2,2.5,297.05,9,9.0, 1.584833e-01, 1.744667e-01, 1.399167e-01, 1.338000e-01
149,46,1993-03-12,2,1,0,0,14,0,17,1993,3,12,30.6,23.3,27.0,7.3,0.0,0,1993,3,12,297.78,294,79.65,15.37,296.5,299.1,2.6,2.6000000000000227,297.8,10,10.0, 2.035714e-01, 9.403333e-02, 2.538286e-01, 2.140000e-01
150,47,1993-03-19,0,1,0,0,10,0,11,1993,3,19,31.1,23.3,27.2,7.8,0.3,7.22,1993,3,19,297.77,293.9,79.53,15.3,296.3,299.8,0.7,3.5,298.05,11,11.0, 1.725333e-01, -4.110000e-02, 1.717714e-01, -4.360000e-02
151,48,1993-03-26,2,0,0,0,6,0,8,1993,3,26,31.7,23.9,27.8,7.8,0.0,0,1993,3,26,297.34,294.34,83.32,15.68,296.6,298,4.1,1.3999999999999773,297.3,12,12.0, 1.850143e-01, 3.225000e-02, 2.041857e-01, 1.031500e-01
152,49,1993-04-02,0,0,0,0,8,0,8,1993,4,2,31.1,23.9,27.5,7.2,0.0,0,1993,4,2,297.89,293.9,78.5,15.28,296.8,299.4,2.18,2.599999999999966,298.1,13,13.0, 1.404714e-01, 1.194000e-01, 1.174286e-01, 8.853333e-02
153,50,1993-04-09,0,0,0,1,5,0,6,1993,4,9,30.6,22.8,26.7,7.8,0.0,0,1993,4,9,298.06,293.83,77.28,15.24,296.3,299.9,2,3.599999999999966,298.1,14,14.0, 1.903667e-01, NaN, 2.082143e-01, 4.230000e-02
154,51,1993-04-16,0,1,0,0,5,0,6,1993,4,16,28.9,21.7,25.3,7.2,0.0,0,1993,4,16,297.08,294.25,84.3,15.63,296.2,298.7,9.5,2.5,297.45,15,15.0, 6.800000e-02, -1.580000e-02, 8.340000e-02, 1.885000e-02
155,52,1993-04-23,1,0,0,0,6,0,7,1993,4,23,32.8,24.4,28.6,8.4,0.0,0,1993,4,23,298.94,296.17,84.9,17.63,298,300.1,4.1,2.1000000000000227,299.05,16,16.0, 1.334571e-01, 8.280000e-02, 1.317000e-01, 7.880000e-02
156,1,1993-04-30,1,1,0,0,10,0,12,1993,4,30,28.9,22.2,25.5,6.7,35.3,4.72,1993,4,30,297.59,295.02,85.77,16.44,297.1,298.2,4.7,1.099999999999966,297.65,17,17.0, 1.315167e-01, NaN, 1.252286e-01, 9.256667e-02
157,2,1993-05-07,1,1,0,0,15,0,17,1993,5,7,29.4,23.9,26.6,5.5,11.7,11,1993,5,7,298.26,295.52,85.03,16.97,296.3,300.4,9.8,4.099999999999966,298.35,18,18.0, 1.547429e-01, 7.965000e-02, 1.291571e-01, 6.415000e-02
158,3,1993-05-14,0,0,0,0,10,0,10,1993,5,14,31.7,25.0,28.4,6.7,2.8,4.08,1993,5,14,298.21,296.6,90.92,18.11,297.6,299.2,25.87,1.599999999999966,298.4,19,19.0, 1.074857e-01, 7.305000e-02, 1.070286e-01, 5.200000e-02
159,4,1993-05-21,0,0,0,1,9,0,10,1993,5,21,32.8,26.7,29.8,6.1,0.8,3.25,1993,5,21,299.45,296.82,85.68,18.37,298.3,300.1,11.7,1.8000000000000114,299.20000000000005,20,20.0, 1.792000e-01, 1.769000e-01, 1.866833e-01, 9.010000e-02
160,5,1993-05-28,0,0,0,0,18,0,18,1993,5,28,31.1,24.4,27.8,6.7,0.0,2.77,1993,5,28,298.63,296.9,90.4,18.44,298.2,298.9,13.2,0.6999999999999886,298.54999999999995,21,21.0, 5.147143e-02, 1.645000e-02, 6.440000e-02, 1.048500e-01
161,6,1993-06-04,0,0,0,0,18,1,19,1993,6,4,33.9,26.7,30.3,7.2,0.0,0,1993,6,4,301.06,297.15,79.5,18.67,299.6,302.5,0.5,2.8999999999999773,301.05,22,22.0, 1.981857e-01, 3.050000e-03, 1.761000e-01, 5.060000e-02
162,7,1993-06-11,0,0,0,0,12,0,12,1993,6,11,31.7,23.3,27.5,8.4,0.0,0,1993,6,11,298.98,295.45,80.77,16.78,298.3,300.3,2.8,2,299.3,23,23.0, 1.537714e-01, 1.206000e-01, 1.484857e-01, NaN
163,8,1993-06-18,0,2,0,0,18,2,22,1993,6,18,32.2,23.9,28.0,8.3,3.8,2.1,1993,6,18,299.74,295.55,77.88,16.93,298.5,300.1,6.2,1.6000000000000227,299.3,24,24.0, 2.209429e-01, NaN, 2.193714e-01, 7.850000e-02
164,9,1993-06-25,4,1,0,0,7,0,12,1993,6,25,31.7,26.7,29.2,5.0,0.0,0,1993,6,25,300.53,297.02,81.4,18.49,299.1,301.6,1.5,2.5,300.35,25,25.0, 1.681714e-01, 3.740000e-02, 1.343571e-01, 1.399667e-01
165,10,1993-07-02,0,1,0,0,20,0,21,1993,7,2,31.7,24.4,28.0,7.3,2.8,2.61,1993,7,2,298.81,295.77,83.43,17.15,298,299.6,15.6,1.6000000000000227,298.8,26,26.0, 2.154143e-01, 1.237667e-01, 2.187714e-01, 1.522000e-01
166,11,1993-07-09,1,1,0,0,16,0,18,1993,7,9,31.7,26.1,28.9,5.6,0.0,0,1993,7,9,300.49,296.7,80.03,18.14,299.4,301.9,0.2,2.5,300.65,27,27.0, 1.463429e-01, 6.890000e-02, 1.590429e-01, 9.593333e-02
167,12,1993-07-16,0,3,0,1,12,0,16,1993,7,16,33.3,25.0,29.1,8.3,0.0,3.49,1993,7,16,299.56,296.67,84.3,18.12,298.5,301.5,12.6,3,300,28,28.0, 1.833571e-01, 3.750000e-02, 2.203714e-01, 9.203333e-02
168,13,1993-07-23,1,0,0,0,15,0,16,1993,7,23,28.3,22.2,25.2,6.1,38.9,25.36,1993,7,23,298.59,296.25,87.07,17.67,298,299.1,33.2,1.1000000000000227,298.55,29,29.0, 1.665857e-01, 1.204000e-01, 1.923714e-01, 1.826000e-01
169,14,1993-07-30,2,1,0,1,18,0,22,1993,7,30,31.7,26.1,28.9,5.6,0.0,0,1993,7,30,300.41,296.3,78.65,17.71,299.4,302,0,2.6000000000000227,300.7,30,30.0, 1.225500e-01, 8.285000e-02, 1.236000e-01, 1.060800e-01
170,15,1993-08-06,0,1,0,0,16,0,17,1993,8,6,32.2,25.0,28.6,7.2,0.0,1.64,1993,8,6,300.07,296.33,80.2,17.71,298.7,302,0,3.3000000000000114,300.35,31,31.0, 2.467667e-01, NaN, 2.581143e-01, 1.488000e-01
171,16,1993-08-13,1,1,0,1,22,0,25,1993,8,13,32.2,26.7,29.5,5.5,0.0,2.12,1993,8,13,300.4,296.9,81.45,18.34,299.4,301.8,0.5,2.400000000000034,300.6,32,32.0, 2.187000e-01, 1.016000e-01, 1.692571e-01, 1.401000e-01
172,17,1993-08-20,0,2,0,2,18,1,23,1993,8,20,32.8,26.1,29.5,6.7,0.3,0,1993,8,20,300.57,297.05,81.28,18.49,299.4,302.1,3.1,2.7000000000000455,300.75,33,33.0, 1.970714e-01, 9.690000e-02, 1.632857e-01, 4.966667e-02
173,18,1993-08-27,1,1,0,1,9,0,12,1993,8,27,32.8,25.0,28.9,7.8,0.0,2.95,1993,8,27,300.54,295.25,73.03,16.64,299.5,301.7,1.2,2.1999999999999886,300.6,34,34.0, 2.105714e-01, 1.088500e-01, 2.159143e-01, 2.492500e-01
174,19,1993-09-03,2,2,0,1,19,1,25,1993,9,3,32.2,24.4,28.3,7.8,0.5,2.23,1993,9,3,300.55,295.77,75.5,17.17,299.3,302,2.6,2.6999999999999886,300.65,35,35.0, 1.638571e-01, 9.790000e-02, 1.509143e-01, 1.581000e-01
175,20,1993-09-10,0,1,0,0,27,0,28,1993,9,10,32.2,25.0,28.6,7.2,1.8,7.24,1993,9,10,299.28,296.35,83.9,17.74,298.3,300.1,10.1,1.8000000000000114,299.20000000000005,36,36.0, 5.960000e-02, 1.121000e-01, 5.133333e-02, 6.880000e-02
176,21,1993-09-17,3,2,0,2,20,0,27,1993,9,17,31.1,25.0,28.0,6.1,0.3,20.18,1993,9,17,299.96,296.57,81.85,18.06,298.9,301.3,8,2.400000000000034,300.1,37,37.0, 2.044429e-01, 1.199000e-01, 1.865857e-01, 9.710000e-02
177,22,1993-09-24,1,1,0,0,16,0,18,1993,9,24,31.7,25.0,28.4,6.7,0.0,25.59,1993,9,24,299.63,296.9,85.17,18.41,298.4,301.5,12.3,3.1000000000000227,299.95,38,38.0, 1.392833e-01, 5.400000e-03, 1.168857e-01, 6.352500e-02
178,23,1993-10-01,1,1,0,0,21,0,23,1993,10,1,31.7,23.3,27.5,8.4,2.0,1.72,1993,10,1,300.15,296.83,81.9,18.28,299.2,301.1,4.9,1.900000000000034,300.15,39,39.0, 7.260000e-02, 3.400000e-02, 9.423333e-02, 5.170000e-02
179,24,1993-10-08,1,3,0,0,18,1,23,1993,10,8,32.2,25.0,28.6,7.2,0.0,0,1993,10,8,299.76,296.33,81.47,17.75,298.9,301.4,2.5,2.5,300.15,40,40.0, 1.886286e-01, 1.213000e-01, 1.652714e-01, 7.050000e-02
180,25,1993-10-15,1,2,0,0,26,0,29,1993,10,15,31.7,25.0,28.4,6.7,0.0,0,1993,10,15,300.38,296,77.25,17.38,298.7,302,0,3.3000000000000114,300.35,41,41.0, 2.051500e-01, 1.317000e-01, 1.731857e-01, 6.450000e-02
181,26,1993-10-22,4,6,0,0,27,1,38,1993,10,22,32.8,23.9,28.3,8.9,14.7,20.98,1993,10,22,300.11,296.25,79.47,17.71,298.4,300.6,7.6,2.2000000000000455,299.5,42,42.0, 1.347000e-01, 1.290000e-02, 1.496857e-01, NaN
182,27,1993-10-29,2,3,0,2,28,1,36,1993,10,29,31.7,23.3,27.5,8.4,0.0,0,1993,10,29,299.84,295.52,77.38,16.92,298.7,301,0.3,2.3000000000000114,299.85,43,43.0, 2.702000e-01, 1.170000e-01, 1.092667e-01, 1.143000e-01
183,28,1993-11-05,6,7,0,3,27,0,43,1993,11,5,31.1,23.3,27.2,7.8,2.3,0,1993,11,5,299.15,294.66,76.38,16.03,297.8,300.3,1.4,2.5,299.05,44,44.0, 1.776167e-01, NaN, 1.569000e-01, 1.406667e-01
184,29,1993-11-12,5,5,0,0,34,2,46,1993,11,12,30.0,23.3,26.6,6.7,12.7,0,1993,11,12,299.66,294.05,71.2,15.45,298.7,301,0.1,2.3000000000000114,299.85,45,45.0, 8.248333e-02, -1.589000e-01, 1.696000e-01, 4.930000e-02
185,30,1993-11-19,6,5,0,0,18,2,31,1993,11,19,30.0,23.9,27.0,6.1,0.8,1.27,1993,11,19,298.92,295.1,79.62,16.49,297.7,300.6,10.7,2.900000000000034,299.15,46,46.0, 1.753500e-01, 1.731500e-01, 1.117429e-01, 1.382500e-02
186,31,1993-11-26,2,5,0,0,18,0,25,1993,11,26,30.0,21.1,25.5,8.9,3.0,3.39,1993,11,26,298.38,295.72,85.43,17.18,297.6,300.1,6.8,2.5,298.85,47,47.0, 2.600571e-01, 1.071000e-01, 2.705857e-01, 1.818000e-01
187,32,1993-12-03,7,4,0,2,22,5,40,1993,12,3,30.0,26.1,28.0,3.9,0.0,0,1993,12,3,298.71,294.2,76.2,15.6,297.6,299.8,1.5,2.1999999999999886,298.70000000000005,48,48.0, 1.273400e-01, 3.572667e-01, 8.941429e-02, -9.500000e-03
188,33,1993-12-10,2,3,0,1,20,5,31,1993,12,10,30.0,22.2,26.1,7.8,0.0,0,1993,12,10,298.13,293.45,75.5,14.88,296.7,299.7,0.5,3,298.2,49,49.0, 1.632333e-01, NaN, 8.283333e-02, NaN
189,34,1993-12-17,1,2,0,0,32,3,38,1993,12,17,30.0,22.8,26.4,7.2,0.5,37.96,1993,12,17,298.9,294.3,75.95,15.72,296.9,301.2,6.2,4.300000000000011,299.04999999999995,50,50.0, 1.682857e-01, -2.902000e-01, 8.000000e-02, -6.766667e-02
